2054,8.27715
2803,10.67
3654,8.74341
4493,10.4944
5334,11.8166
6266,9.7286
6997,11.4172
7906,13.7246
8687,15.1262
9845,15.4211
10500,16.9321
11368,17.4783
12144,19.8168
12789,15.3985
14197,17.6579
14749,17.7275
15607,16.6595
16492,20.3337
17243,18.9205
18246,20.0673
19048,27.1841
19979,23.8635
20614,25.2415
21429,25.2641
22304,26.9061
23325,23.4255
24204,31.563
24705,20.3558
25617,21.0891
26454,24.3933
27491,26.0627
28118,25.4483
29369,29.3219
30126,26.2401
30895,31.4527
31796,32.1693
32390,28.0784
33390,28.0906
34398,30.4106
34961,29.5408
36008,30.3589
36868,30.4051
37846,28.8066
38390,34.7426
39281,38.001
40207,38.7701
40975,36.8207
41847,34.0929
42917,36.7359
43563,34.3677
44327,39.2797
45455,38.6254
46572,44.2574
46918,35.1137
47806,33.8126
48675,39.6302
49516,25.6488
50494,32.2165
51397,33.2768
52045,33.5886
53258,30.6795
54165,32.8704
54541,28.0092
55224,36.4006
56589,38.932
57443,37.4755
57989,38.6508
58991,37.4512
59949,42.6867
61157,33.7294
61258,38.7364
62381,33.9818
63396,44.7422
63596,42.2628
64977,38.5926
65792,42.2705
66609,40.29
67312,46.438
68209,41.7769
68855,39.3303
69840,44.6148
71107,46.9212
71528,48.932
72438,40.2772
73572,53.0761
74396,46.1255
75125,54.1273
76114,47.7835
76818,42.5437
77742,43.6897
78528,65.3994
79295,48.9862
80164,55.4105
80911,38.9291
81554,52.3375
82282,45.8941
83564,48.6039
84391,53.315
85271,43.3434
86094,51.2107
