2077,3.04576
2892,4.11919
3750,5.06766
4616,6.13383
5394,7.41961
6265,8.23715
7112,9.22363
7881,11.0422
8773,11.0487
9695,12.7394
10384,13.467
11473,13.9876
12250,15.8582
12883,17.4985
13914,17.0941
14892,18.3916
15729,20.3163
16502,20.7117
17297,22.2297
18147,22.5794
18901,23.7156
19796,24.83
20614,25.3863
21560,26.0472
22330,28.3797
23515,29.0108
23984,30.5474
24834,31.7093
25908,32.5051
26436,32.1021
27351,32.7102
28275,35.4902
29168,36.3447
30213,40.1946
30943,37.7949
31582,38.5837
32702,39.4788
33151,41.5933
34093,42.9713
35070,45.3105
36374,47.198
36854,45.4802
37503,46.0524
38765,46.8696
39418,50.4276
40213,48.4874
41305,52.453
41782,51.4131
42536,53.2002
43744,54.6391
44653,55.04
45646,57.8429
46181,57.8863
47276,57.5775
47672,57.8945
48717,57.9139
49822,60.2451
51251,60.1737
51497,62.2145
51710,63.3711
53048,64.1888
53850,66.9372
54902,65.8497
56107,65.3263
56387,71.6128
57287,71.5788
57898,72.1784
58907,74.4581
59768,75.7976
60523,75.0711
61582,76.9052
62132,77.8248
63348,76.3509
63918,81.0861
65043,78.8147
65932,81.7119
66760,84.8634
67647,86.7485
68446,83.8059
68792,86.0739
69874,87.5853
70780,85.9924
71865,89.3738
72501,91.1061
73391,86.5409
74623,90.6446
75117,93.184
76218,93.8389
76388,94.0062
77631,97.1289
78149,92.6034
79120,104.922
80120,95.6492
81362,100.308
81784,102.846
82727,106.736
83788,108.37
84726,105.698
85325,104.854
86234,103.714
